original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
223,https://wg21.link/lwg3256,2025-11-03 17:09:28,success,,__cpp_lib_constexpr_swap_algorithms,<algorithm>,C++,,,__cpp_lib_constexpr_algorithms,API Deprecation,"To reduce feature testing macro count and simplify usage, adhering to the initial version of P0202. The original proposal preferred removing __cpp_lib_constexpr_swap_algorithms and using __cpp_lib_constexpr_algorithms exclusively.",https://en.cppreference.com/w/cpp/utility/feature_test_macros
221,https://wg21.link/lwg3045,2025-11-03 17:09:27,success,,atomic<floating-point>,std (Standard Template Library),C++,,,,Behavior Change,"The atomic<floating-point> specialization lacked the `value_type` and `difference_type` typedefs, rendering it incompatible with nonmember function templates, which was contrary to the intended design.",https://cplusplus.github.io/LWG/lwg-active.html (Issue 3045)
220,https://wg21.link/lwg2954,2025-11-03 17:09:27,success,,specialization of convenience variable templates (foo_v<T>),<type_traits>,C++,,,foo<T>::value,Behavior Change,"Specialization of convenience variable templates outside <type_traits> could lead to undefined behavior, as foo_v<T> should always equal foo<T>::value.",https://cplusplus.github.io/LWG/lwg-issues.html#2954
224,https://wg21.link/lwg3336,2025-11-03 17:09:29,success,,std::vformat,Standard Library,C++,,,,Behavior Change,Unclear behavior regarding exception propagation by formatters and resource allocation failures.,https://cplusplus.github.io/LWG/lwg-active.html#3336
225,https://wg21.link/lwg2164,2025-11-03 17:09:30,success,,vector.emplace,Standard Template Library (STL),C++,,,,Behavior Change,To ensure self-referencing emplacement works and maintains strong exception guarantees when inserting or replacing elements in the container.,https://cplusplus.github.io/LWG/issue2164
229,https://wg21.link/lwg3257,2025-11-03 17:09:34,success,,"__cpp_lib_array_constexpr, __cpp_lib_string_view",Standard Library,C++,,,,Behavior Change,Update of feature-testing macros suggested by P0858 to reflect the adoption date of 'Constexpr iterator requirements'.,https://cplusplus.github.io/LWG/issue3257
228,https://wg21.link/lwg3168,2025-11-03 17:09:34,success,,Expects element,standard library (C++ specification),C++,2018-11-21,,Preconditions element,Behavior Change,"The original use of `Expects` was deemed unclear and distributed across multiple parts of the specification, making it difficult for users to understand its meaning and expected behavior. The integration and replacement address vagueness and centralize its definition for improved clarity.",https://cplusplus.github.io/LWG/issue3168
226,https://wg21.link/lwg2955,2025-11-03 17:09:32,success,,to_chars / from_chars,utility,C++,17 (Fast-track DR against C++ Standard 17),,error_code replaced with errc in from_chars_result and to_chars_result,Parameter Change,"Circular dependency issue due to std::string dependency in error_code, resulting in a need to simplify dependencies within the <system_error> and <utility> headers.",https://cplusplus.github.io/LWG/lwg-active.html#2955
230,https://wg21.link/lwg3338,2025-11-03 17:09:34,success,,default_constructible,,C++,C++20,,default_initializable,API Deprecation,"The renaming was proposed in P1754R1 due to potential confusion between the 'DefaultConstructible' concept and the 'is_default_constructible' trait which have similar names but slightly different meanings. Additionally, the concept was updated to require default initialization instead of value initialization.",https://cppstdwg.github.io/lwg-active/3338.html
227,https://wg21.link/lwg3048,2025-11-03 17:09:34,success,,std::transform_reduce,C++ Standard Library,C++,,,,Behavior Change,"The API inadvertently ignored the execution policy parameter for std::transform_reduce with a given set of inputs, caused by ambiguous effects descriptions in the specification.",https://cplusplus.github.io/LWG/issues/3048
231,https://wg21.link/lwg2183,2025-11-03 17:09:36,success,,match_results,N/A (Standard C++ library),C++,C++20,,,Behavior Change,Muddled allocator requirements in match_results constructors led to ambiguous behaviors. The issue was addressed by clarifying the allocator requirements and aligning them with general container requirements.,LWG Issue 2183 (https://wg21.link/LWG2183)
232,https://wg21.link/lwg2957,2025-11-03 17:09:36,success,,bind,Standard Library (C++ STL),C++,,,,Behavior Change,"The specification did not apply the `cv`-qualification of the call wrapper to the callable object, leading to unintended behaviors. The change ensures that `cv`-qualifiers of the forwarding call wrapper match and propagate correctly.",https://cplusplus.github.io/LWG/lwg-active.html#2957
233,https://wg21.link/lwg3050,2025-11-03 17:09:39,success,,std::chrono::duration,chrono,C++,,,,Behavior Change,To ensure consistency and correctness in overload resolution by applying the implicit conversion check to const-qualified types.,https://eel.is/c++draft/time.duration.cons
234,https://wg21.link/lwg3169,2025-11-03 17:09:39,success,,"next_permutation, prev_permutation",std::ranges,C++,,,,Behavior Change,"The previous implementation discarded the end iterator value and only returned a boolean indicating whether a permutation was found or reset. To align with other range algorithms, a new aggregate type was introduced to return both the boolean and the end iterator value.",https://cplusplus.github.io/LWG/issues/3169
237,https://wg21.link/lwg2184,2025-11-03 17:09:41,success,,match_results,Standard Library (STL),C++,,,,Behavior Change,The allocator replacement behavior was unclear for copy assignment and move assignment operations in the `match_results` class template. Clarifications were needed to align with allocator-aware container requirements while supporting mutable operations specifically for sequence containers.,https://cplusplus.github.io/LWG/lwg-issues.html#2184
235,https://wg21.link/lwg3259,2025-11-03 17:09:41,success,,constexpr iterators,Standard Library,C++,C++20,,,Behavior Change,"To simplify and align the behavior of constexpr iterators with new capabilities introduced in C++20, such as constexpr destructors and trivial default initialization in constant expression contexts.",https://cplusplus.github.io/LWG/lwg-issues.html
236,https://wg21.link/lwg3340,2025-11-03 17:09:41,success,,std::format,C++ Standard Library,C++,,,,Behavior Change,"To ensure that formatting functions throw exceptions for errors during formatting, not just for invalid format strings, thereby improving error reporting and safety.",https://www.open-std.org/jtc1/sc22/wg21/docs/papers/2021/N4849.pdf
238,https://wg21.link/lwg2958,2025-11-03 17:09:43,success,,"operator=(pair&& p), operator=(tuple&& u)","std::pair, std::tuple",C++,N/A,N/A,N/A,Behavior Change,"To ensure clarity in overload resolution by not defining certain move assignment operators as explicitly deleted. Instead, the operators are constrained to not participate in overload resolution unless move assignment is possible for all involved types.",https://cplusplus.github.io/LWG/lwg-active.html
239,https://wg21.link/lwg3051,2025-11-03 17:09:43,success,,"Floating point classification functions (isinf, isfinite, signbit, isnan, isnormal, isgreater, isgreaterequal, isless, islessequal, islessgreater, isunordered)",cmath,C++,C++20 (normative change introduced in P0175),,,Behavior Change,"The return type of floating-point classification functions was inadvertently changed from `bool` to `int` in P0175 during an editorial update. This conflicted with the original specification in C++14, where those functions were explicitly specified to return `bool`.",https://cplusplus.github.io/LWG/issue3051
240,https://wg21.link/lwg3173,2025-11-03 17:09:45,success,,ref-view,std::ranges,C++,,,,Behavior Change,The behavior of `ref-view` was unintentionally broken because the constructor did not permit the behavior stated in paragraph 2.2 of `view::all`. The fix involved adding a deduction guide to properly enable class template argument deduction.,https://cplusplus.github.io/LWG/issues/3173
242,https://wg21.link/lwg3345,2025-11-03 17:09:47,success,,ranges::swap,C++ Standard Library (ranges),C++,,,,Behavior Change,Incorrect usage of the term 'models' in place of 'satisfies' caused unintended semantic requirements for implementations,https://cplusplus.github.io/LWG/issues/3345
243,https://wg21.link/lwg2243,2025-11-03 17:09:48,success,,putback,Standard Library,C++,,,,Behavior Change,The original wording caused ambiguity in the required argument to `sputbackc()`. It could lead to multiple interpretations and confusion about conforming usage.,https://cplusplus.github.io/LWG/issue2243
244,https://wg21.link/lwg2961,2025-11-03 17:09:48,success,,set_default_resource,memory_resource,C++,,,,Behavior Change,"The effects specified in the original paragraph were inconsistent with the postconditions when `r` was null, thus requiring a change in wording to resolve the inconsistency.",https://cplusplus.github.io/LWG/issues/2961
241,https://wg21.link/lwg3260,2025-11-03 17:09:47,success,,year_month arithmetic operators,time.cal (C++ Standard Library),C++,,,,Behavior Change,To resolve ambiguity when performing arithmetic operations with durations convertible to both months and years to ensure consistent and predictable operator resolution.,https://cplusplus.github.io/LWG/lwg-issues.html
245,https://wg21.link/lwg3054,2025-11-03 17:09:50,success,,uninitialized_copy,C++ Standard Library,C++,,,,Behavior Change,"The original specification for `uninitialized_copy` stated that 'if an exception is thrown there are no effects,' which was found to be unimplementable. Changes were made to clarify that objects in the range may be left in a valid but unspecified state if an exception occurs.",https://wg21.link/LWG3054
247,https://wg21.link/lwg3262,2025-11-03 17:09:51,success,,std::chrono::duration and std::chrono::hh_mm_ss,Chrono Library (time formatting),C++,,,,Behavior Change,"The formatting of negative durations was unclear, leading to inconsistent handling of signs across converted fields. The specification was updated to clearly define the expected behavior.",https://cplusplus.github.io/LWG/lwg-issues.html#3262
246,https://wg21.link/lwg3175,2025-11-03 17:09:51,success,,SwappableWith,N/A (Standard C++ Library concept),C++,N4791,,,Behavior Change,"The `CommonReference<const T&, const U&>` requirement was overly restrictive for `SwappableWith`, stemming from its unnecessary suitability for implicit comparison expression variations. This requirement was adjusted to instead use `CommonReference<decltype((E1)), decltype((E2))>`, which better represents the exchange of values between reference-like expressions within the context of swapping.",https://cplusplus.github.io/LWG/issue3175
